NAME,CATEGORY,VIEW1PERMISSION1,VIEW1PERMISSION2,VIEW1PERMISSION3,VIEW1PERMISSION4,VIEW1PERMISSION5
"""Polly""","[""human-resources"",""productivity"",""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Clio""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""GitHub""","[""productivity""]","""Settings""","""Profile & Contact Information""",,,
"""Translate It!""","[""productivity""]","""Content""",,,,
"""SavvyCal""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""Freshteam""","[""human-resources""]","""Settings""","""Profile & Contact Information""",,,
"""GR8 People""","[""human-resources""]",,,,,
"""Notejoy""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Clockwise for Admin""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""Picktime""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Confluence""","[""productivity""]","""Settings""","""Profile & Contact Information""",,,
"""Josys""","[""analytics"",""content-and-compliance"",""productivity""]","""Settings""","""Profile & Contact Information""",,,
"""Smokeball""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""","""Device Information""",
"""Apptoto""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""Xert Sessions""","[""social-activities""]","""Settings""","""Profile & Contact Information""",,,
"""Yobs""","[""human-resources""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Theta Lake Realtime Compliance Advisor""","[""content-and-compliance""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Managr""","[""sales-automation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Donation & Payment Buttons - PayPal & Stripe""","[""eCommerce""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Yottled""","[""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Snipfeed""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Element451""","[""crm"",""education""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Lessonly""","[""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""GameApart""","[""games""]","""Settings""","""Profile & Contact Information""",,,
"""Cialfo Meetings""","[""education"",""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""EventTitans""","[""eventmanagement""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""",
"""Book Interpreters with KUDO""","[""education"",""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Lark""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Shaperon""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""Xola""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""Simply.Coach""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""Motivate""","[""customer-service""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""BookFit""","[""health-care"",""social-activities""]","""Settings""","""Profile & Contact Information""",,,
"""eArcu Video""","[""human-resources""]","""Settings""","""Profile & Contact Information""",,,
"""Meeting Evolution""","[""education"",""eventmanagement""]","""Settings""","""Profile & Contact Information""",,,
"""hackajob Interviews""","[""human-resources""]","""Settings""","""Profile & Contact Information""",,,
"""ActivityRockets""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Tripwire Configuration Manager""","[""content-and-compliance""]",,,,,
"""Vymo""","[""sales-automation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Booking Autopilot""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""AION Integration For Zoom""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""Kanamic Cloud Service""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""",,,
"""Timeless Calendar""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""Hectic""","[""productivity""]","""Settings""","""Profile & Contact Information""",,,
"""BOXMAGIC""","[""health-care"",""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Lightstep Incident Response - Account App""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""",,,
"""LinksUp""","[""sales-automation"",""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Evaluar.com""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Uptick""","[""productivity""]","""Settings""","""Profile & Contact Information""",,,
"""OBODO""","[""learning-development""]","""Settings""","""Profile & Contact Information""",,,
"""CondomobMeeting""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Riva Insight""","[""productivity""]","""Settings""","""Profile & Contact Information""",,,
"""Lightstep Incident Response - User App""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Keevue for Zoom""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Im Fine""","[""health-care"",""health-wellness""]","""Settings""","""Profile & Contact Information""",,,
"""INCITE""","[""learning-development""]","""Settings""","""Profile & Contact Information""",,,
"""TTM Connect""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""",,,
"""Onsite.fun Events for Remote-First Companies""","[""human-resources""]","""Settings""","""Profile & Contact Information""",,,
"""Dashly""","[""sales-automation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""FranDesQ""","[""crm""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""BlueCallom Deep""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Hirebee.ai""","[""crm""]","""Settings""","""Profile & Contact Information""",,,
"""SkillsHunt Interviews""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""eArcu""","[""human-resources""]","""Settings""","""Profile & Contact Information""",,,
"""Hadathcom""","[""eventmanagement""]",,,,,
"""BoodsKapper""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""airsubs""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Hancom Mail""","[""productivity""]","""Settings""","""Profile & Contact Information""",,,
"""Ment""","[""recording-transcriptions""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Dental Widget""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""",,,
"""Bitpod Event""","[""education"",""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""connectee""","[""marketing""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""",
"""Softdiet""","[""health-wellness""]","""Settings""","""Profile & Contact Information""",,,
"""Trainforce""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""novad.com.au""","[""education"",""learning-development""]",,,,,
"""Wimzel""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Meetaide""","[""scheduling-calendar""]",,,,,
"""BizteX Connect for users""","[""productivity""]",,,,,
"""SkyKick Cloud Manager""","[""productivity""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Gong for Zoom Meetings""","[""sales-automation""]","""Settings""","""Profile & Contact Information""","""Calendars""","""Device Information""",
"""OneLogin""","[""content-and-compliance""]","""Settings""","""Profile & Contact Information""",,,
"""Acuity Scheduling""","[""scheduling-calendar""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""",
"""Jira Notifications""","[""productivity""]","""Settings""","""Profile & Contact Information""",,,
"""ManagedMethods""","[""content-and-compliance"",""education""]","""Settings""","""Profile & Contact Information""","""Calendars""","""Device Information""",
"""Smarsh for Meetings""","[""content-and-compliance""]","""Settings""","""Account Information""","""Profile & Contact Information""","""Calendars""",
"""Edupage""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""",,,
"""1-Tap Applause with Applause Studio""","[""social-activities""]","""Settings""","""Profile & Contact Information""","""Calendars""","""Device Information""",
"""EZFacility""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""HeySummit""","[""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Smarsh Cloud Capture for Zoom""","[""content-and-compliance""]","""Settings""","""Profile & Contact Information""","""Calendars""","""Device Information""",
"""BuildBetter Research""","[""recording-transcriptions""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""HoneyBook""","[""crm""]","""Settings""","""Profile & Contact Information""",,,
"""ringDNA""","[""sales-automation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Five9""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""",,,
"""Meeting Metrics""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Classpro""","[""education"",""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""","""Device Information""",
"""Eversports""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""",,,
"""GoDaddy Online Appointments""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Bitconf - Bitrix24""","[""crm""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Thinkific""","[""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""LearnWorlds""","[""learning-development""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Dovetail""","[""transcription-translation""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Simbli""","[""education"",""team-collaborations""]",,,,,
"""Gymcatch""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""",,,
"""EHRYourway""","[""health-wellness""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Koalendar""","[""scheduling-calendar""]",,,,,
"""HERP""","[""scheduling-calendar""]","""Profile & Contact Information""",,,,
"""Unity""","[""customer-service""]","""Settings""","""Profile & Contact Information""",,,
"""Zoom Video Tools by Cinamaker""","[""productivity""]","""Settings""","""Profile & Contact Information""",,,
"""Bundle""","[""human-resources""]","""Settings""","""Profile & Contact Information""",,,
"""CatchApp Bookings""","[""scheduling-calendar""]","""Settings""","""Profile & Contact Information""","""Calendars""",,
"""Docket""","[""team-collaborations""]","""Settings""","""Profile & Contact Information""",,,
"""Yello for Zoom""","[""eventmanagement""]","""Settings""","""Profile & Contact Information""",,,
